source_state,source_city,destination_state,destination_city,vehicle_type,charging_capacity_kW,distance_km,num_ev_stations_route,charger_power_kW,charging_capacity_kWh,charging_duration_hours,distance_per_station,charging_efficiency,energy_per_km
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,2W,150.0,57.0,25.0,100.0,60,0.6,2.1923076923076925,0.594059405940594,1.0344827586206897
Tamil Nadu,Chennai,Tamil Nadu,Coimbatore,3W,50.0,377.0,45.0,11.0,40,3.64,8.195652173913043,3.3333333333333335,0.10582010582010581
Tamil Nadu,Coimbatore,Andhra Pradesh,Kurnool,2W,11.0,494.0,19.0,7.4,75,10.14,24.7,8.928571428571429,0.15151515151515152
Tamil Nadu,Vellore,Tamil Nadu,Madurai,Unknown,22.0,274.0,28.0,7.4,30,4.05,9.448275862068966,3.571428571428571,0.10909090909090909
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,Bus,150.0,585.0,26.0,100.0,40,0.4,21.666666666666668,0.39603960396039606,0.06825938566552901
Tamil Nadu,Vellore,Tamil Nadu,Vellore,Unknown,100.0,454.0,13.0,11.0,60,5.45,32.42857142857143,5.0,0.13186813186813187
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,Bus,50.0,395.0,30.0,50.0,50,1.0,12.741935483870968,0.9803921568627451,0.12626262626262627
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,4W,150.0,345.0,17.0,50.0,50,1.0,19.166666666666668,0.9803921568627451,0.14450867052023122
Unknown,Coimbatore,Tamil Nadu,Salem,4W,7.2,327.0,32.0,100.0,20,0.2,9.909090909090908,0.19801980198019803,0.06097560975609756
Andhra Pradesh,Vijayawada,Tamil Nadu,Madurai,3W,11.0,231.0,1.0,100.0,30,0.3,115.5,0.297029702970297,0.12931034482758622
Tamil Nadu,Salem,Andhra Pradesh,Tirupati,3W,100.0,595.0,39.0,50.0,20,0.4,14.875,0.39215686274509803,0.03355704697986577
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,3W,50.0,349.0,12.0,100.0,40,0.4,26.846153846153847,0.39603960396039606,0.11428571428571428
Andhra Pradesh,Vijayawada,Tamil Nadu,Vellore,Unknown,100.0,79.0,21.0,3.3,20,6.06,3.590909090909091,4.651162790697675,0.25
Tamil Nadu,Vellore,Andhra Pradesh,Kurnool,Bus,100.0,226.0,46.0,11.0,50,4.55,4.808510638297872,4.166666666666667,0.22026431718061673
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,3W,7.2,267.0,8.0,100.0,75,0.75,29.666666666666668,0.7425742574257426,0.2798507462686567
Andhra Pradesh,Tirupati,Andhra Pradesh,Nellore,Bus,22.0,308.0,31.0,50.0,75,1.5,9.625,1.4705882352941178,0.24271844660194175
Andhra Pradesh,Tirupati,Tamil Nadu,Coimbatore,4W,50.0,360.0,15.0,3.3,40,12.12,22.5,9.30232558139535,0.11080332409972299
Tamil Nadu,Vellore,Andhra Pradesh,Vijayawada,4W,22.0,468.0,25.0,11.0,20,1.82,18.0,1.6666666666666667,0.042643923240938165
Andhra Pradesh,Nellore,Tamil Nadu,Unknown,Bus,50.0,175.0,31.0,7.4,60,8.11,5.46875,7.142857142857142,0.3409090909090909
Tamil Nadu,Coimbatore,Tamil Nadu,Chennai,Bus,22.0,216.0,43.0,100.0,20,0.2,4.909090909090909,0.19801980198019803,0.09216589861751152
Tamil Nadu,Madurai,Andhra Pradesh,Tirupati,2W,50.0,147.0,19.0,11.0,30,2.73,7.35,2.5,0.20270270270270271
Unknown,Tirupati,Tamil Nadu,Unknown,4W,11.0,459.0,25.0,3.3,20,6.06,17.653846153846153,4.651162790697675,0.043478260869565216
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,Bus,11.0,549.0,5.0,50.0,30,0.6,91.5,0.5882352941176471,0.05454545454545454
Andhra Pradesh,Tirupati,Andhra Pradesh,Nellore,2W,22.0,571.0,4.0,7.4,40,5.41,114.2,4.761904761904762,0.06993006993006994
Tamil Nadu,Coimbatore,Andhra Pradesh,Kurnool,3W,3.3,23.0,11.0,22.0,30,1.36,1.9166666666666667,1.3043478260869565,1.25
Tamil Nadu,Vellore,Andhra Pradesh,Guntur,4W,150.0,480.0,11.0,11.0,40,3.64,40.0,3.3333333333333335,0.08316008316008316
Andhra Pradesh,Tirupati,Tamil Nadu,Chennai,4W,150.0,191.0,10.0,11.0,60,5.45,17.363636363636363,5.0,0.3125
Tamil Nadu,Chennai,Andhra Pradesh,Kurnool,2W,150.0,415.0,22.0,11.0,75,6.82,18.043478260869566,6.25,0.18028846153846154
Tamil Nadu,Chennai,Andhra Pradesh,Tirupati,3W,100.0,443.0,20.0,50.0,40,0.8,21.095238095238095,0.7843137254901961,0.09009009009009009
Tamil Nadu,Chennai,Tamil Nadu,Madurai,4W,150.0,305.0,20.0,100.0,75,0.75,14.523809523809524,0.7425742574257426,0.24509803921568626
Tamil Nadu,Unknown,Tamil Nadu,Salem,Bus,7.2,103.0,13.0,3.3,60,18.18,7.357142857142857,13.953488372093023,0.5769230769230769
Andhra Pradesh,Tirupati,Tamil Nadu,Chennai,3W,7.2,447.0,26.0,22.0,40,1.82,16.555555555555557,1.7391304347826086,0.08928571428571429
Andhra Pradesh,Kurnool,Tamil Nadu,Madurai,3W,22.0,17.0,29.0,11.0,50,4.55,0.5666666666666667,4.166666666666667,2.7777777777777777
Tamil Nadu,Chennai,Tamil Nadu,Salem,Bus,150.0,153.0,46.0,22.0,50,2.27,3.25531914893617,2.1739130434782608,0.3246753246753247
Tamil Nadu,Vellore,Andhra Pradesh,Nellore,4W,11.0,190.0,23.0,7.4,75,10.14,7.916666666666667,8.928571428571429,0.39267015706806285
Tamil Nadu,Chennai,Tamil Nadu,Madurai,4W,22.0,243.0,25.0,11.0,75,6.82,9.346153846153847,6.25,0.3073770491803279
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,3W,100.0,285.0,39.0,7.4,40,5.41,7.125,4.761904761904762,0.13986013986013987
Andhra Pradesh,Kurnool,Andhra Pradesh,Vijayawada,2W,7.2,359.0,29.0,100.0,75,0.75,11.966666666666667,0.7425742574257426,0.20833333333333334
Andhra Pradesh,Nellore,Tamil Nadu,Coimbatore,3W,22.0,373.0,34.0,22.0,30,1.36,10.657142857142857,1.3043478260869565,0.08021390374331551
Andhra Pradesh,Guntur,Tamil Nadu,Coimbatore,Bus,22.0,494.0,20.0,3.3,40,12.12,23.523809523809526,9.30232558139535,0.08080808080808081
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,Bus,150.0,369.0,11.0,3.3,75,22.73,30.75,17.441860465116278,0.20270270270270271
Tamil Nadu,Vellore,Tamil Nadu,Salem,3W,150.0,549.0,49.0,22.0,20,0.91,10.98,0.8695652173913043,0.03636363636363636
Tamil Nadu,Vellore,Andhra Pradesh,Kurnool,2W,7.2,95.0,4.0,100.0,60,0.6,19.0,0.594059405940594,0.625
Andhra Pradesh,Guntur,Tamil Nadu,Madurai,Bus,100.0,105.0,5.0,7.4,20,2.7,17.5,2.380952380952381,0.18867924528301888
Tamil Nadu,Unknown,Tamil Nadu,Madurai,Bus,22.0,455.0,23.0,100.0,30,0.3,18.958333333333332,0.297029702970297,0.06578947368421052
Andhra Pradesh,Guntur,Andhra Pradesh,Vijayawada,4W,7.2,190.0,34.0,100.0,40,0.4,5.428571428571429,0.39603960396039606,0.2094240837696335
Andhra Pradesh,Tirupati,Tamil Nadu,Chennai,Bus,7.2,380.0,12.0,7.4,40,5.41,29.23076923076923,4.761904761904762,0.10498687664041995
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,2W,3.3,49.0,20.0,11.0,20,1.82,2.3333333333333335,1.6666666666666667,0.4
Unknown,Vellore,Andhra Pradesh,Guntur,2W,3.3,456.0,12.0,100.0,40,0.4,35.07692307692308,0.39603960396039606,0.087527352297593
Tamil Nadu,Madurai,Tamil Nadu,Salem,4W,3.3,236.0,48.0,22.0,60,2.73,4.816326530612245,2.608695652173913,0.25316455696202533
Tamil Nadu,Salem,Tamil Nadu,Madurai,2W,100.0,497.0,13.0,100.0,60,0.6,35.5,0.594059405940594,0.12048192771084337
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,3W,11.0,598.0,26.0,100.0,50,0.5,22.14814814814815,0.49504950495049505,0.08347245409015025
Tamil Nadu,Salem,Unknown,Unknown,4W,3.3,196.0,38.0,50.0,50,1.0,5.0256410256410255,0.9803921568627451,0.25380710659898476
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,3W,11.0,421.0,3.0,50.0,20,0.4,105.25,0.39215686274509803,0.04739336492890995
Andhra Pradesh,Guntur,Tamil Nadu,Vellore,3W,150.0,81.0,6.0,100.0,30,0.3,11.571428571428571,0.297029702970297,0.36585365853658536
Tamil Nadu,Madurai,Tamil Nadu,Coimbatore,4W,11.0,85.0,49.0,50.0,40,0.8,1.7,0.7843137254901961,0.46511627906976744
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,3W,22.0,354.0,41.0,3.3,50,15.15,8.428571428571429,11.627906976744187,0.14084507042253522
Andhra Pradesh,Tirupati,Tamil Nadu,Coimbatore,Bus,150.0,392.0,22.0,50.0,30,0.6,17.043478260869566,0.5882352941176471,0.07633587786259542
Tamil Nadu,Vellore,Andhra Pradesh,Guntur,Unknown,3.3,285.0,13.0,11.0,50,4.55,20.357142857142858,4.166666666666667,0.17482517482517482
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,2W,150.0,282.0,24.0,3.3,20,6.06,11.28,4.651162790697675,0.0706713780918728
Tamil Nadu,Coimbatore,Tamil Nadu,Madurai,2W,150.0,337.0,8.0,50.0,30,0.6,37.44444444444444,0.5882352941176471,0.08875739644970414
Andhra Pradesh,Nellore,Tamil Nadu,Vellore,4W,50.0,506.0,28.0,100.0,20,0.2,17.448275862068964,0.19801980198019803,0.03944773175542406
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,4W,3.3,295.0,39.0,3.3,75,22.73,7.375,17.441860465116278,0.2533783783783784
Andhra Pradesh,Guntur,Tamil Nadu,Vellore,3W,100.0,347.0,13.0,50.0,30,0.6,24.785714285714285,0.5882352941176471,0.08620689655172414
Andhra Pradesh,Tirupati,Andhra Pradesh,Vijayawada,Bus,22.0,152.0,9.0,11.0,60,5.45,15.2,5.0,0.39215686274509803
Tamil Nadu,Salem,Tamil Nadu,Vellore,4W,22.0,426.0,9.0,11.0,60,5.45,42.6,5.0,0.1405152224824356
Tamil Nadu,Chennai,Unknown,Kurnool,4W,11.0,107.0,16.0,100.0,60,0.6,6.294117647058823,0.594059405940594,0.5555555555555556
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,2W,100.0,81.0,27.0,100.0,50,0.5,2.892857142857143,0.49504950495049505,0.6097560975609756
Tamil Nadu,Chennai,Tamil Nadu,Madurai,Bus,7.2,148.0,39.0,11.0,75,6.82,3.7,6.25,0.5033557046979866
Andhra Pradesh,Vijayawada,Andhra Pradesh,Vijayawada,Bus,7.2,304.0,23.0,7.4,60,8.11,12.666666666666666,7.142857142857142,0.19672131147540983
Tamil Nadu,Coimbatore,Tamil Nadu,Vellore,2W,11.0,242.0,49.0,7.4,40,5.41,4.84,4.761904761904762,0.1646090534979424
Andhra Pradesh,Nellore,Andhra Pradesh,Vijayawada,2W,11.0,459.0,40.0,3.3,40,12.12,11.195121951219512,9.30232558139535,0.08695652173913043
Andhra Pradesh,Kurnool,Andhra Pradesh,Nellore,2W,100.0,156.0,38.0,22.0,50,2.27,4.0,2.1739130434782608,0.3184713375796178
Tamil Nadu,Vellore,Tamil Nadu,Madurai,Bus,22.0,227.0,49.0,22.0,50,2.27,4.54,2.1739130434782608,0.21929824561403508
Andhra Pradesh,Guntur,Tamil Nadu,Vellore,Bus,7.2,297.0,17.0,11.0,40,3.64,16.5,3.3333333333333335,0.1342281879194631
Andhra Pradesh,Kurnool,Tamil Nadu,Unknown,3W,22.0,364.0,46.0,3.3,75,22.73,7.74468085106383,17.441860465116278,0.2054794520547945
Tamil Nadu,Madurai,Tamil Nadu,Salem,2W,7.2,219.0,48.0,22.0,40,1.82,4.469387755102041,1.7391304347826086,0.18181818181818182
Unknown,Salem,Andhra Pradesh,Guntur,Bus,100.0,501.0,27.0,100.0,60,0.6,17.892857142857142,0.594059405940594,0.11952191235059761
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,2W,150.0,588.0,24.0,22.0,40,1.82,23.52,1.7391304347826086,0.06791171477079797
Tamil Nadu,Coimbatore,Tamil Nadu,Chennai,3W,22.0,369.0,10.0,22.0,60,2.73,33.54545454545455,2.608695652173913,0.16216216216216217
Unknown,Unknown,Andhra Pradesh,Nellore,3W,11.0,473.0,49.0,22.0,60,2.73,9.46,2.608695652173913,0.12658227848101267
Andhra Pradesh,Kurnool,Andhra Pradesh,Vijayawada,2W,22.0,291.0,47.0,50.0,60,1.2,6.0625,1.1764705882352942,0.2054794520547945
Tamil Nadu,Coimbatore,Andhra Pradesh,Kurnool,Bus,150.0,141.0,23.0,22.0,50,2.27,5.875,2.1739130434782608,0.352112676056338
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,3W,100.0,387.0,21.0,22.0,75,3.41,17.59090909090909,3.260869565217391,0.19329896907216496
Andhra Pradesh,Vijayawada,Tamil Nadu,Salem,3W,50.0,455.0,33.0,7.4,60,8.11,13.382352941176471,7.142857142857142,0.13157894736842105
Tamil Nadu,Vellore,Tamil Nadu,Coimbatore,3W,100.0,311.0,25.0,50.0,50,1.0,11.961538461538462,0.9803921568627451,0.16025641025641027
Andhra Pradesh,Vijayawada,Tamil Nadu,Coimbatore,2W,100.0,121.0,44.0,11.0,50,4.55,2.688888888888889,4.166666666666667,0.4098360655737705
Andhra Pradesh,Kurnool,Andhra Pradesh,Nellore,3W,50.0,201.0,3.0,7.4,20,2.7,50.25,2.380952380952381,0.09900990099009901
Tamil Nadu,Coimbatore,Tamil Nadu,Unknown,Bus,22.0,512.0,11.0,3.3,75,22.73,42.666666666666664,17.441860465116278,0.14619883040935672
Andhra Pradesh,Tirupati,Tamil Nadu,Coimbatore,2W,50.0,320.0,37.0,22.0,60,2.73,8.421052631578947,2.608695652173913,0.18691588785046728
Tamil Nadu,Vellore,Andhra Pradesh,Tirupati,2W,3.3,580.0,48.0,11.0,20,1.82,11.83673469387755,1.6666666666666667,0.03442340791738382
Tamil Nadu,Salem,Andhra Pradesh,Nellore,Unknown,11.0,117.0,12.0,11.0,30,2.73,9.0,2.5,0.2542372881355932
Andhra Pradesh,Tirupati,Tamil Nadu,Madurai,Bus,150.0,304.0,28.0,3.3,60,18.18,10.482758620689655,13.953488372093023,0.19672131147540983
Tamil Nadu,Chennai,Tamil Nadu,Coimbatore,2W,150.0,256.0,31.0,7.4,30,4.05,8.0,3.571428571428571,0.11673151750972763
Tamil Nadu,Salem,Andhra Pradesh,Vijayawada,4W,100.0,561.0,37.0,50.0,50,1.0,14.763157894736842,0.9803921568627451,0.08896797153024912
Andhra Pradesh,Vijayawada,Unknown,Vijayawada,4W,7.2,435.0,21.0,11.0,30,2.73,19.772727272727273,2.5,0.06880733944954129
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,Bus,100.0,304.0,26.0,100.0,20,0.2,11.25925925925926,0.19801980198019803,0.06557377049180328
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,3W,11.0,375.0,14.0,100.0,20,0.2,25.0,0.19801980198019803,0.05319148936170213
Andhra Pradesh,Tirupati,Unknown,Vellore,4W,50.0,424.0,35.0,50.0,30,0.6,11.777777777777779,0.5882352941176471,0.07058823529411765
Tamil Nadu,Vellore,Tamil Nadu,Coimbatore,2W,150.0,304.0,34.0,22.0,40,1.82,8.685714285714285,1.7391304347826086,0.13114754098360656
Tamil Nadu,Vellore,Andhra Pradesh,Guntur,Bus,100.0,580.0,18.0,50.0,75,1.5,30.526315789473685,1.4705882352941178,0.12908777969018934
Unknown,Unknown,Andhra Pradesh,Tirupati,4W,22.0,408.0,19.0,3.3,50,15.15,20.4,11.627906976744187,0.12224938875305623
Andhra Pradesh,Kurnool,Andhra Pradesh,Nellore,2W,11.0,131.0,48.0,11.0,50,4.55,2.673469387755102,4.166666666666667,0.3787878787878788
Tamil Nadu,Vellore,Tamil Nadu,Vellore,2W,150.0,372.0,25.0,7.4,50,6.76,14.307692307692308,5.9523809523809526,0.13404825737265416
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,3W,7.2,137.0,14.0,100.0,75,0.75,9.133333333333333,0.7425742574257426,0.5434782608695652
Andhra Pradesh,Kurnool,Tamil Nadu,Madurai,Bus,22.0,304.0,4.0,11.0,20,1.82,60.8,1.6666666666666667,0.06557377049180328
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,3W,150.0,145.0,24.0,3.3,40,12.12,5.8,9.30232558139535,0.273972602739726
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,3W,150.0,513.0,44.0,7.4,60,8.11,11.4,7.142857142857142,0.11673151750972763
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,2W,11.0,467.0,38.0,3.3,40,12.12,11.974358974358974,9.30232558139535,0.08547008547008547
Tamil Nadu,Vellore,Tamil Nadu,Vellore,2W,150.0,581.0,34.0,100.0,20,0.2,16.6,0.19801980198019803,0.03436426116838488
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,3W,100.0,503.0,44.0,50.0,40,0.8,11.177777777777777,0.7843137254901961,0.07936507936507936
Tamil Nadu,Coimbatore,Unknown,Guntur,4W,7.2,304.0,37.0,22.0,30,1.36,8.0,1.3043478260869565,0.09836065573770492
Tamil Nadu,Madurai,Tamil Nadu,Madurai,3W,11.0,410.0,32.0,100.0,75,0.75,12.424242424242424,0.7425742574257426,0.18248175182481752
Tamil Nadu,Salem,Andhra Pradesh,Vijayawada,2W,11.0,425.0,22.0,11.0,60,5.45,18.47826086956522,5.0,0.14084507042253522
Tamil Nadu,Madurai,Tamil Nadu,Chennai,Bus,100.0,524.0,9.0,22.0,20,0.91,52.4,0.8695652173913043,0.0380952380952381
Tamil Nadu,Chennai,Tamil Nadu,Coimbatore,2W,11.0,242.0,9.0,100.0,30,0.3,24.2,0.297029702970297,0.12345679012345678
Andhra Pradesh,Nellore,Tamil Nadu,Vellore,4W,22.0,56.0,25.0,50.0,60,1.2,2.1538461538461537,1.1764705882352942,1.0526315789473684
Tamil Nadu,Salem,Andhra Pradesh,Guntur,2W,150.0,34.0,10.0,7.4,30,4.05,3.090909090909091,3.571428571428571,0.8571428571428571
Tamil Nadu,Chennai,Tamil Nadu,Coimbatore,3W,150.0,34.0,14.0,3.3,30,9.09,2.2666666666666666,6.976744186046512,0.8571428571428571
Andhra Pradesh,Guntur,Tamil Nadu,Coimbatore,4W,11.0,304.0,21.0,22.0,20,0.91,13.818181818181818,0.8695652173913043,0.06557377049180328
Andhra Pradesh,Tirupati,Tamil Nadu,Chennai,Bus,100.0,585.0,2.0,7.4,20,2.7,195.0,2.380952380952381,0.034129692832764506
Tamil Nadu,Coimbatore,Andhra Pradesh,Guntur,3W,11.0,340.0,16.0,100.0,75,0.75,20.0,0.7425742574257426,0.21994134897360704
Andhra Pradesh,Guntur,Andhra Pradesh,Nellore,2W,11.0,271.0,44.0,7.4,30,4.05,6.022222222222222,3.571428571428571,0.11029411764705882
Andhra Pradesh,Unknown,Andhra Pradesh,Kurnool,Bus,50.0,483.0,27.0,3.3,75,22.73,17.25,17.441860465116278,0.15495867768595042
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,2W,100.0,564.0,17.0,7.4,30,4.05,31.333333333333332,3.571428571428571,0.05309734513274336
Andhra Pradesh,Vijayawada,Andhra Pradesh,Unknown,2W,50.0,99.0,16.0,11.0,50,4.55,5.823529411764706,4.166666666666667,0.5
Tamil Nadu,Vellore,Tamil Nadu,Salem,2W,100.0,409.0,14.0,7.4,20,2.7,27.266666666666666,2.380952380952381,0.04878048780487805
Tamil Nadu,Vellore,Andhra Pradesh,Kurnool,Bus,50.0,302.0,29.0,3.3,20,6.06,10.066666666666666,4.651162790697675,0.066006600660066
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,4W,50.0,30.0,37.0,3.3,50,15.15,0.7894736842105263,11.627906976744187,1.6129032258064515
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,Bus,3.3,173.0,2.0,7.4,75,10.14,57.666666666666664,8.928571428571429,0.43103448275862066
Tamil Nadu,Coimbatore,Tamil Nadu,Unknown,3W,22.0,39.0,45.0,3.3,50,15.15,0.8478260869565217,11.627906976744187,1.25
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,4W,100.0,230.0,36.0,50.0,75,1.5,6.216216216216216,1.4705882352941178,0.3246753246753247
Tamil Nadu,Salem,Tamil Nadu,Salem,2W,150.0,559.0,6.0,22.0,60,2.73,79.85714285714286,2.608695652173913,0.10714285714285714
Tamil Nadu,Chennai,Andhra Pradesh,Kurnool,2W,22.0,59.0,18.0,3.3,50,15.15,3.1052631578947367,11.627906976744187,0.8333333333333334
Andhra Pradesh,Nellore,Tamil Nadu,Vellore,3W,7.2,309.0,34.0,22.0,75,3.41,8.82857142857143,3.260869565217391,0.24193548387096775
Andhra Pradesh,Unknown,Tamil Nadu,Coimbatore,4W,150.0,589.0,19.0,22.0,75,3.41,29.45,3.260869565217391,0.1271186440677966
Tamil Nadu,Madurai,Tamil Nadu,Chennai,2W,50.0,424.0,19.0,11.0,50,4.55,21.2,4.166666666666667,0.11764705882352941
Andhra Pradesh,Guntur,Andhra Pradesh,Nellore,Bus,7.2,139.0,2.0,7.4,20,2.7,46.333333333333336,2.380952380952381,0.14285714285714285
Tamil Nadu,Chennai,Tamil Nadu,Vellore,4W,11.0,97.0,1.0,11.0,60,5.45,48.5,5.0,0.6122448979591837
Andhra Pradesh,Tirupati,Andhra Pradesh,Kurnool,4W,7.2,315.0,12.0,50.0,75,1.5,24.23076923076923,1.4705882352941178,0.23734177215189872
Andhra Pradesh,Vijayawada,Andhra Pradesh,Nellore,Bus,3.3,568.0,28.0,50.0,60,1.2,19.586206896551722,1.1764705882352942,0.1054481546572935
Andhra Pradesh,Guntur,Tamil Nadu,Coimbatore,Bus,22.0,304.0,19.0,3.3,40,12.12,15.2,9.30232558139535,0.13114754098360656
Tamil Nadu,Coimbatore,Andhra Pradesh,Nellore,4W,50.0,204.0,12.0,11.0,75,6.82,15.692307692307692,6.25,0.36585365853658536
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,3W,7.2,325.0,30.0,22.0,75,3.41,10.483870967741936,3.260869565217391,0.23006134969325154
Tamil Nadu,Salem,Tamil Nadu,Chennai,Bus,50.0,453.0,42.0,3.3,20,6.06,10.534883720930232,4.651162790697675,0.04405286343612335
Tamil Nadu,Vellore,Andhra Pradesh,Unknown,3W,7.2,312.0,37.0,7.4,40,5.41,8.210526315789474,4.761904761904762,0.12779552715654952
Tamil Nadu,Vellore,Tamil Nadu,Chennai,Bus,7.2,372.0,27.0,11.0,75,6.82,13.285714285714286,6.25,0.20107238605898123
Andhra Pradesh,Guntur,Tamil Nadu,Coimbatore,2W,7.2,21.0,40.0,3.3,20,6.06,0.5121951219512195,4.651162790697675,0.9090909090909091
Andhra Pradesh,Guntur,Tamil Nadu,Chennai,3W,3.3,48.0,2.0,11.0,30,2.73,16.0,2.5,0.6122448979591837
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,Bus,22.0,395.0,31.0,7.4,20,2.7,12.34375,2.380952380952381,0.050505050505050504
Andhra Pradesh,Guntur,Tamil Nadu,Vellore,4W,22.0,165.0,20.0,50.0,50,1.0,7.857142857142857,0.9803921568627451,0.30120481927710846
Andhra Pradesh,Tirupati,Andhra Pradesh,Guntur,3W,100.0,137.0,12.0,3.3,30,9.09,10.538461538461538,6.976744186046512,0.21739130434782608
Tamil Nadu,Salem,Tamil Nadu,Vellore,Bus,100.0,215.0,16.0,11.0,60,5.45,12.647058823529411,5.0,0.2777777777777778
Andhra Pradesh,Vijayawada,Tamil Nadu,Chennai,2W,22.0,157.0,18.0,22.0,40,1.82,8.263157894736842,1.7391304347826086,0.25316455696202533
Tamil Nadu,Vellore,Andhra Pradesh,Nellore,Bus,11.0,461.0,21.0,3.3,50,15.15,20.954545454545453,11.627906976744187,0.10822510822510822
Tamil Nadu,Salem,Andhra Pradesh,Vijayawada,2W,22.0,151.0,7.0,100.0,40,0.4,18.875,0.39603960396039606,0.2631578947368421
Tamil Nadu,Salem,Tamil Nadu,Chennai,2W,100.0,504.0,44.0,50.0,40,0.8,11.2,0.7843137254901961,0.07920792079207921
Unknown,Vellore,Andhra Pradesh,Nellore,Bus,150.0,215.0,15.0,100.0,40,0.4,13.4375,0.39603960396039606,0.18518518518518517
Andhra Pradesh,Tirupati,Andhra Pradesh,Nellore,2W,22.0,92.0,46.0,11.0,30,2.73,1.9574468085106382,2.5,0.3225806451612903
Tamil Nadu,Vellore,Tamil Nadu,Madurai,Bus,11.0,210.0,29.0,7.4,40,5.41,7.0,4.761904761904762,0.1895734597156398
Tamil Nadu,Chennai,Andhra Pradesh,Guntur,2W,50.0,517.0,25.0,22.0,75,3.41,19.884615384615383,3.260869565217391,0.14478764478764478
Andhra Pradesh,Vijayawada,Tamil Nadu,Salem,Bus,150.0,304.0,39.0,7.4,20,2.7,7.6,2.380952380952381,0.06557377049180328
Andhra Pradesh,Nellore,Tamil Nadu,Unknown,3W,22.0,537.0,35.0,3.3,30,9.09,14.916666666666666,6.976744186046512,0.055762081784386616
Unknown,Madurai,Tamil Nadu,Chennai,4W,7.2,446.0,47.0,22.0,40,1.82,9.291666666666666,1.7391304347826086,0.0894854586129754
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,Unknown,100.0,17.0,29.0,100.0,40,0.4,0.5666666666666667,0.39603960396039606,2.2222222222222223
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,Bus,11.0,484.0,44.0,7.4,75,10.14,10.755555555555556,8.928571428571429,0.15463917525773196
Tamil Nadu,Vellore,Tamil Nadu,Salem,2W,150.0,304.0,19.0,3.3,30,9.09,15.2,6.976744186046512,0.09836065573770492
Tamil Nadu,Vellore,Andhra Pradesh,Nellore,2W,50.0,197.0,22.0,22.0,40,1.82,8.565217391304348,1.7391304347826086,0.20202020202020202
Tamil Nadu,Vellore,Tamil Nadu,Vellore,3W,11.0,220.0,8.0,100.0,30,0.3,24.444444444444443,0.297029702970297,0.13574660633484162
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,Bus,11.0,35.0,23.0,7.4,30,4.05,1.4583333333333333,3.571428571428571,0.8333333333333334
Andhra Pradesh,Kurnool,Andhra Pradesh,Vijayawada,Bus,11.0,560.0,12.0,11.0,40,3.64,43.07692307692308,3.3333333333333335,0.07130124777183601
Andhra Pradesh,Nellore,Unknown,Guntur,3W,11.0,532.0,38.0,3.3,30,9.09,13.64102564102564,6.976744186046512,0.05628517823639775
Tamil Nadu,Madurai,Andhra Pradesh,Kurnool,3W,3.3,229.0,1.0,50.0,50,1.0,114.5,0.9803921568627451,0.21739130434782608
Andhra Pradesh,Nellore,Tamil Nadu,Salem,3W,22.0,385.0,25.0,22.0,40,1.82,14.807692307692308,1.7391304347826086,0.10362694300518134
Andhra Pradesh,Tirupati,Andhra Pradesh,Kurnool,2W,22.0,572.0,37.0,100.0,30,0.3,15.052631578947368,0.297029702970297,0.05235602094240838
Tamil Nadu,Chennai,Andhra Pradesh,Tirupati,2W,50.0,127.0,4.0,50.0,30,0.6,25.4,0.5882352941176471,0.234375
Andhra Pradesh,Vijayawada,Tamil Nadu,Coimbatore,4W,22.0,447.0,41.0,22.0,75,3.41,10.642857142857142,3.260869565217391,0.16741071428571427
