source_city,destination_city,charging_capacity_kW,distance_km,num_ev_stations_route,charger_power_kW,charging_capacity_kWh,charging_duration_hours,charging_demand,station_density,high_load_route,vehicle_type_3W,vehicle_type_4W,vehicle_type_Bus,charger_type_Slow,charger_type_Ultra-Fast,source_state_Tamil Nadu,destination_state_Tamil Nadu
Kurnool,Vellore,22.0,55.0,46.0,11.0,75,6.82,10.997067448680351,0.8363636363636363,0,False,True,False,False,False,False,True
Tirupati,Madurai,22.0,166.0,23.0,22.0,40,1.82,21.978021978021978,0.13855421686746988,1,False,False,False,False,False,False,True
Vellore,Kurnool,7.2,398.0,39.0,7.4,40,5.41,7.393715341959334,0.09798994974874371,0,False,True,False,True,False,True,False
Nellore,Madurai,150.0,243.0,47.0,22.0,30,1.36,22.058823529411764,0.1934156378600823,1,False,True,False,False,False,False,True
Tirupati,Vijayawada,7.2,106.0,15.0,22.0,75,3.41,21.994134897360702,0.14150943396226415,1,False,False,False,False,False,False,False
Coimbatore,Salem,150.0,269.0,4.0,3.3,50,15.15,3.3003300330033003,0.01486988847583643,0,False,False,False,True,False,True,True
Madurai,Salem,22.0,530.0,41.0,100.0,30,0.3,100.0,0.07735849056603773,1,False,True,False,False,True,True,True
Chennai,Vellore,22.0,443.0,48.0,50.0,60,1.2,50.0,0.10835214446952596,1,False,True,False,False,True,True,True
Tirupati,Salem,100.0,291.0,2.0,22.0,40,1.82,21.978021978021978,0.006872852233676976,1,False,False,False,False,False,False,True
Guntur,Chennai,50.0,489.0,12.0,100.0,75,0.75,100.0,0.024539877300613498,1,False,False,False,False,True,False,True
Nellore,Kurnool,3.3,104.0,37.0,50.0,30,0.6,50.0,0.3557692307692308,1,False,False,True,False,True,False,False
Vijayawada,Madurai,7.2,96.0,14.0,22.0,20,0.91,21.978021978021978,0.14583333333333334,1,False,False,False,False,False,False,True
Salem,Nellore,22.0,112.0,34.0,100.0,20,0.2,100.0,0.30357142857142855,1,False,False,True,False,True,True,False
Coimbatore,Kurnool,50.0,529.0,40.0,100.0,20,0.2,100.0,0.07561436672967864,1,False,False,True,False,True,True,False
Kurnool,Salem,3.3,492.0,46.0,100.0,50,0.5,100.0,0.09349593495934959,1,False,False,True,False,True,False,True
Vellore,Nellore,50.0,360.0,13.0,22.0,30,1.36,22.058823529411764,0.03611111111111111,1,True,False,False,False,False,False,False
Salem,Chennai,100.0,352.0,24.0,7.4,50,6.76,7.396449704142012,0.06818181818181818,0,False,False,True,True,False,True,True
Vellore,Tirupati,7.2,179.0,22.0,100.0,75,0.75,100.0,0.12290502793296089,1,False,False,True,False,True,True,False
Guntur,Coimbatore,100.0,536.0,31.0,11.0,30,2.73,10.989010989010989,0.05783582089552239,0,False,True,False,False,False,False,True
Nellore,Guntur,3.3,304.0,49.0,3.3,30,9.09,3.3003300330033003,0.1611842105263158,0,False,False,False,True,False,False,False
Nellore,Vijayawada,50.0,330.0,30.0,7.4,60,8.11,7.398273736128237,0.09090909090909091,0,False,False,False,True,False,False,False
Vijayawada,Chennai,22.0,261.0,22.0,50.0,75,1.5,50.0,0.0842911877394636,1,False,False,True,False,True,False,True
Kurnool,Tirupati,3.3,226.0,16.0,7.4,40,5.41,7.393715341959334,0.07079646017699115,0,False,True,False,True,False,False,False
Salem,Kurnool,100.0,444.0,44.0,3.3,75,22.73,3.2996040475142983,0.0990990990990991,0,False,True,False,True,False,True,False
Vellore,Chennai,3.3,585.0,4.0,7.4,20,2.7,7.4074074074074066,0.006837606837606838,0,False,True,False,True,False,True,True
Kurnool,Vellore,50.0,177.0,13.0,11.0,20,1.82,10.989010989010989,0.07344632768361582,0,False,False,False,False,False,False,True
Vellore,Coimbatore,22.0,70.0,49.0,22.0,40,1.82,21.978021978021978,0.7,1,False,True,False,False,False,True,True
Guntur,Vijayawada,3.3,514.0,20.0,11.0,30,2.73,10.989010989010989,0.038910505836575876,0,False,False,True,False,False,False,False
Tirupati,Vijayawada,22.0,154.0,19.0,7.4,40,5.41,7.393715341959334,0.12337662337662338,0,True,False,False,True,False,False,False
Tirupati,Nellore,11.0,527.0,33.0,7.4,75,10.14,7.396449704142012,0.06261859582542695,0,True,False,False,True,False,False,False
Coimbatore,Coimbatore,11.0,572.0,28.0,100.0,60,0.6,100.0,0.04895104895104895,1,False,True,False,False,True,False,True
Kurnool,Madurai,11.0,66.0,34.0,3.3,20,6.06,3.3003300330033007,0.5151515151515151,0,True,False,False,True,False,False,True
Vellore,Coimbatore,7.2,419.0,19.0,11.0,40,3.64,10.989010989010989,0.045346062052505964,0,False,False,True,False,False,True,True
Kurnool,Guntur,7.2,473.0,17.0,7.4,30,4.05,7.407407407407407,0.035940803382663845,0,False,False,False,True,False,False,False
Salem,Guntur,100.0,273.0,21.0,22.0,40,1.82,21.978021978021978,0.07692307692307693,1,False,False,False,False,False,True,False
Coimbatore,Salem,11.0,304.0,21.0,3.3,20,6.06,3.3003300330033007,0.06907894736842106,0,False,False,False,True,False,True,True
Salem,Coimbatore,7.2,575.0,14.0,50.0,40,0.8,50.0,0.02434782608695652,1,True,False,False,False,True,True,True
Chennai,Tirupati,100.0,416.0,46.0,3.3,60,18.18,3.3003300330033003,0.11057692307692307,0,True,False,False,True,False,False,False
Tirupati,Kurnool,150.0,511.0,13.0,7.4,60,8.11,7.398273736128237,0.025440313111545987,0,False,False,True,True,False,False,False
Madurai,Vijayawada,7.2,218.0,27.0,7.4,20,2.7,7.4074074074074066,0.12385321100917432,0,False,True,False,True,False,True,False
Nellore,Nellore,150.0,299.0,48.0,22.0,20,0.91,21.978021978021978,0.1605351170568562,1,False,False,True,False,False,False,False
Chennai,Vijayawada,150.0,367.0,32.0,100.0,20,0.2,100.0,0.08719346049046321,1,False,False,False,False,True,True,True
Nellore,Chennai,7.2,398.0,13.0,100.0,75,0.75,100.0,0.032663316582914576,1,False,True,False,False,True,False,True
Salem,Nellore,22.0,304.0,10.0,3.3,75,22.73,3.2996040475142983,0.03289473684210526,0,False,False,False,True,False,True,False
Vellore,Chennai,22.0,304.0,23.0,3.3,75,22.73,3.2996040475142983,0.0756578947368421,0,False,False,True,True,False,True,True
Coimbatore,Salem,11.0,176.0,42.0,22.0,20,0.91,21.978021978021978,0.23863636363636365,1,False,True,False,False,False,True,True
Guntur,Chennai,3.3,335.0,5.0,11.0,50,4.55,10.989010989010989,0.014925373134328358,0,False,False,False,False,False,False,True
Kurnool,Guntur,22.0,330.0,27.0,11.0,20,1.82,10.989010989010989,0.08181818181818182,0,False,False,False,False,False,False,False
Salem,Madurai,150.0,312.0,2.0,22.0,50,2.27,22.026431718061673,0.00641025641025641,1,False,True,False,False,False,True,True
Vijayawada,Vellore,3.3,304.0,13.0,3.3,40,12.12,3.3003300330033007,0.04276315789473684,0,False,False,True,True,False,False,True
Nellore,Coimbatore,150.0,26.0,4.0,7.4,75,10.14,7.396449704142012,0.15384615384615385,0,False,False,True,True,False,False,True
Kurnool,Coimbatore,22.0,106.0,43.0,50.0,40,0.8,50.0,0.4056603773584906,1,True,False,False,False,True,False,True
Coimbatore,Tirupati,7.2,369.0,10.0,50.0,40,0.8,50.0,0.02710027100271003,1,False,True,False,False,True,True,False
Vellore,Coimbatore,50.0,161.0,38.0,3.3,30,9.09,3.3003300330033003,0.2360248447204969,0,True,False,False,True,False,True,True
Vijayawada,Vellore,7.2,245.0,34.0,11.0,30,2.73,10.989010989010989,0.13877551020408163,0,False,False,False,False,False,False,True
Chennai,Salem,22.0,568.0,5.0,100.0,75,0.75,100.0,0.008802816901408451,1,False,False,False,False,True,True,True
Kurnool,Tirupati,3.3,463.0,18.0,22.0,30,1.36,22.058823529411764,0.038876889848812095,1,True,False,False,False,False,False,False
Chennai,Kurnool,50.0,51.0,17.0,22.0,75,3.41,21.994134897360702,0.3333333333333333,1,False,True,False,False,False,True,False
Vijayawada,Tirupati,22.0,33.0,28.0,3.3,30,9.09,3.3003300330033003,0.8484848484848485,0,False,False,False,True,False,False,False
Chennai,Tirupati,11.0,430.0,26.0,7.4,60,8.11,7.398273736128237,0.06046511627906977,0,False,False,True,True,False,True,False
Tirupati,Nellore,3.3,424.0,41.0,7.4,60,8.11,7.398273736128237,0.09669811320754718,0,False,False,False,True,False,False,False
Chennai,Coimbatore,100.0,129.0,13.0,7.4,75,10.14,7.396449704142012,0.10077519379844961,0,False,False,False,True,False,True,True
Tirupati,Vijayawada,150.0,531.0,28.0,3.3,50,15.15,3.3003300330033003,0.05273069679849341,0,False,False,False,True,False,False,False
Nellore,Salem,22.0,185.0,3.0,7.4,40,5.41,7.393715341959334,0.016216216216216217,0,True,False,False,True,False,False,True
Coimbatore,Kurnool,100.0,378.0,46.0,22.0,60,2.73,21.978021978021978,0.12169312169312169,1,True,False,False,False,False,True,True
Madurai,Nellore,100.0,334.0,10.0,50.0,30,0.6,50.0,0.029940119760479042,1,False,False,True,False,True,False,False
Tirupati,Tirupati,11.0,545.0,35.0,100.0,60,0.6,100.0,0.06422018348623854,1,False,True,False,False,True,False,False
Tirupati,Salem,7.2,364.0,4.0,7.4,50,6.76,7.396449704142012,0.01098901098901099,0,True,False,False,True,False,False,True
Kurnool,Nellore,11.0,20.0,6.0,22.0,40,1.82,21.978021978021978,0.3,1,False,True,False,False,False,False,False
Madurai,Chennai,7.2,268.0,3.0,100.0,60,0.6,100.0,0.011194029850746268,1,False,False,False,False,True,True,True
Madurai,Coimbatore,11.0,433.0,6.0,22.0,50,2.27,22.026431718061673,0.013856812933025405,1,False,False,True,False,False,True,True
Salem,Nellore,22.0,22.0,22.0,22.0,75,3.41,21.994134897360702,1.0,1,False,False,False,False,False,True,False
Kurnool,Tirupati,7.2,168.0,46.0,100.0,20,0.2,100.0,0.27380952380952384,1,True,False,False,False,True,False,False
Vijayawada,Nellore,22.0,288.0,31.0,22.0,40,1.82,21.978021978021978,0.1076388888888889,1,False,False,False,False,False,False,False
Coimbatore,Madurai,22.0,559.0,19.0,11.0,40,3.64,10.989010989010989,0.03398926654740608,0,True,False,False,False,False,False,True
Kurnool,Tirupati,11.0,268.0,10.0,100.0,40,0.4,100.0,0.03731343283582089,1,False,True,False,False,True,False,False
Vijayawada,Madurai,50.0,334.0,14.0,50.0,50,1.0,50.0,0.041916167664670656,1,False,True,False,False,True,False,True
Vellore,Vellore,3.3,304.0,36.0,100.0,40,0.4,100.0,0.11842105263157894,1,False,False,True,False,True,True,True
Chennai,Salem,50.0,493.0,38.0,7.4,75,10.14,7.396449704142012,0.07707910750507099,0,False,False,False,True,False,True,True
Vijayawada,Coimbatore,22.0,422.0,14.0,50.0,60,1.2,50.0,0.03317535545023697,1,False,False,False,False,True,False,True
Coimbatore,Salem,50.0,406.0,46.0,50.0,20,0.4,50.0,0.11330049261083744,1,True,False,False,False,True,True,True
Vijayawada,Vellore,150.0,511.0,5.0,100.0,40,0.4,100.0,0.009784735812133072,1,False,False,True,False,True,False,True
Nellore,Salem,3.3,557.0,33.0,7.4,40,5.41,7.393715341959334,0.059245960502693,0,False,False,True,True,False,False,True
Nellore,Nellore,50.0,105.0,26.0,22.0,20,0.91,21.978021978021978,0.24761904761904763,1,False,False,True,False,False,False,False
Chennai,Madurai,50.0,303.0,32.0,11.0,20,1.82,10.989010989010989,0.10561056105610561,0,False,False,True,False,False,True,True
Vijayawada,Guntur,50.0,244.0,17.0,7.4,40,5.41,7.393715341959334,0.06967213114754098,0,False,False,True,True,False,False,False
Vellore,Nellore,7.2,100.0,22.0,3.3,40,12.12,3.3003300330033007,0.22,0,False,False,True,True,False,True,False
Vellore,Coimbatore,11.0,127.0,17.0,50.0,60,1.2,50.0,0.13385826771653545,1,False,True,False,False,True,True,True
Madurai,Tirupati,100.0,216.0,47.0,11.0,60,5.45,11.009174311926605,0.2175925925925926,0,True,False,False,False,False,True,True
Vijayawada,Madurai,50.0,194.0,37.0,11.0,75,6.82,10.997067448680351,0.19072164948453607,0,False,True,False,False,False,False,True
Kurnool,Tirupati,7.2,79.0,46.0,11.0,50,4.55,10.989010989010989,0.5822784810126582,0,True,False,False,False,False,False,False
Tirupati,Madurai,3.3,513.0,3.0,22.0,20,0.91,21.978021978021978,0.005847953216374269,1,False,False,False,False,False,False,True
Madurai,Madurai,3.3,66.0,16.0,3.3,30,9.09,3.3003300330033003,0.24242424242424243,0,False,False,False,True,False,True,True
Nellore,Coimbatore,150.0,576.0,1.0,11.0,50,4.55,10.989010989010989,0.001736111111111111,0,False,False,True,False,False,False,True
Vellore,Coimbatore,22.0,34.0,38.0,7.4,50,6.76,7.396449704142012,1.1176470588235294,0,False,False,False,True,False,True,True
Kurnool,Salem,7.2,75.0,14.0,100.0,75,0.75,100.0,0.18666666666666668,1,False,True,False,False,True,False,True
Guntur,Salem,150.0,304.0,42.0,100.0,20,0.2,100.0,0.13815789473684212,1,False,False,True,False,True,False,True
Tirupati,Salem,150.0,291.0,12.0,22.0,30,1.36,22.058823529411764,0.041237113402061855,1,False,False,True,False,False,False,True
Nellore,Guntur,22.0,58.0,27.0,7.4,50,6.76,7.396449704142012,0.46551724137931033,0,False,False,False,True,False,False,False
Vijayawada,Guntur,22.0,528.0,8.0,11.0,40,3.64,10.989010989010989,0.015151515151515152,0,False,True,False,False,False,False,False
Vellore,Guntur,150.0,222.0,37.0,50.0,30,0.6,50.0,0.16666666666666666,1,True,False,False,False,True,True,False
Vijayawada,Nellore,100.0,368.0,27.0,7.4,50,6.76,7.396449704142012,0.07336956521739131,0,False,False,False,True,False,False,False
Salem,Nellore,11.0,90.0,31.0,11.0,20,1.82,10.989010989010989,0.34444444444444444,0,True,False,False,False,False,True,False
Chennai,Tirupati,50.0,239.0,12.0,22.0,75,3.41,21.994134897360702,0.0502092050209205,1,False,False,True,False,False,True,False
Vijayawada,Salem,3.3,550.0,48.0,22.0,30,1.36,22.058823529411764,0.08727272727272728,1,False,False,False,False,False,False,True
Nellore,Guntur,100.0,367.0,6.0,11.0,60,5.45,11.009174311926605,0.01634877384196185,0,False,False,True,False,False,False,False
Tirupati,Guntur,3.3,278.0,30.0,22.0,75,3.41,21.994134897360702,0.1079136690647482,1,False,True,False,False,False,False,False
Kurnool,Nellore,22.0,285.0,34.0,22.0,60,2.73,21.978021978021978,0.11929824561403508,1,False,False,False,False,False,False,False
Kurnool,Madurai,3.3,575.0,17.0,100.0,20,0.2,100.0,0.029565217391304348,1,False,False,False,False,True,False,True
Coimbatore,Kurnool,22.0,383.0,48.0,50.0,20,0.4,50.0,0.12532637075718014,1,False,False,True,False,True,True,False
Coimbatore,Salem,150.0,565.0,41.0,7.4,50,6.76,7.396449704142012,0.07256637168141593,0,False,False,False,True,False,True,True
Coimbatore,Vellore,22.0,386.0,36.0,50.0,75,1.5,50.0,0.09326424870466321,1,True,False,False,False,True,True,True
Madurai,Salem,22.0,275.0,25.0,7.4,50,6.76,7.396449704142012,0.09090909090909091,0,False,False,False,True,False,True,True
Coimbatore,Vijayawada,150.0,507.0,42.0,100.0,40,0.4,100.0,0.08284023668639054,1,False,False,False,False,True,False,False
Salem,Vijayawada,22.0,141.0,49.0,7.4,30,4.05,7.407407407407407,0.3475177304964539,0,False,False,True,True,False,True,True
Nellore,Vellore,50.0,518.0,45.0,100.0,30,0.3,100.0,0.08687258687258688,1,False,False,True,False,True,False,True
Tirupati,Tirupati,22.0,304.0,43.0,11.0,30,2.73,10.989010989010989,0.14144736842105263,0,False,True,False,False,False,False,True
Coimbatore,Vijayawada,7.2,310.0,47.0,11.0,20,1.82,10.989010989010989,0.15161290322580645,0,False,False,False,False,False,True,False
Kurnool,Coimbatore,50.0,172.0,23.0,11.0,20,1.82,10.989010989010989,0.13372093023255813,0,False,False,False,False,False,False,True
Kurnool,Tirupati,22.0,520.0,20.0,11.0,50,4.55,10.989010989010989,0.038461538461538464,0,False,False,True,False,False,False,False
Vellore,Tirupati,22.0,462.0,49.0,3.3,50,15.15,3.3003300330033003,0.10606060606060606,0,True,False,False,True,False,True,False
Guntur,Madurai,100.0,414.0,40.0,22.0,60,2.73,21.978021978021978,0.0966183574879227,1,False,True,False,False,False,False,True
Guntur,Tirupati,50.0,303.0,15.0,100.0,75,0.75,100.0,0.04950495049504951,1,False,False,False,False,True,False,False
Guntur,Chennai,11.0,86.0,48.0,11.0,30,2.73,10.989010989010989,0.5581395348837209,0,True,False,False,False,False,False,True
Vijayawada,Chennai,11.0,531.0,29.0,7.4,20,2.7,7.4074074074074066,0.054613935969868174,0,False,False,False,True,False,False,True
Chennai,Salem,50.0,437.0,47.0,22.0,50,2.27,22.026431718061673,0.10755148741418764,1,True,False,False,False,False,True,True
Nellore,Vellore,22.0,598.0,12.0,7.4,60,8.11,7.398273736128237,0.020066889632107024,0,True,False,False,True,False,False,True
Coimbatore,Vellore,3.3,67.0,45.0,11.0,40,3.64,10.989010989010989,0.6716417910447762,0,False,False,False,False,False,True,True
Nellore,Vijayawada,11.0,338.0,14.0,22.0,40,1.82,21.978021978021978,0.04142011834319527,1,False,False,False,False,False,False,False
Nellore,Tirupati,22.0,489.0,7.0,100.0,30,0.3,100.0,0.014314928425357873,1,False,True,False,False,True,False,False
Kurnool,Coimbatore,150.0,398.0,23.0,3.3,30,9.09,3.3003300330033003,0.05778894472361809,0,False,False,True,True,False,False,True
Guntur,Coimbatore,11.0,56.0,1.0,100.0,50,0.5,100.0,0.017857142857142856,1,False,False,True,False,True,False,True
Guntur,Guntur,100.0,75.0,5.0,11.0,50,4.55,10.989010989010989,0.06666666666666667,0,True,False,False,False,False,False,False
Guntur,Kurnool,22.0,142.0,21.0,11.0,50,4.55,10.989010989010989,0.14788732394366197,0,True,False,False,False,False,False,False
Salem,Vijayawada,22.0,483.0,33.0,50.0,75,1.5,50.0,0.06832298136645963,1,False,True,False,False,True,True,False
Salem,Chennai,150.0,123.0,1.0,50.0,50,1.0,50.0,0.008130081300813009,1,False,True,False,False,True,True,True
Guntur,Vijayawada,22.0,281.0,22.0,3.3,50,15.15,3.3003300330033003,0.07829181494661921,0,False,True,False,True,False,False,False
Chennai,Coimbatore,7.2,583.0,21.0,50.0,40,0.8,50.0,0.036020583190394515,1,False,True,False,False,True,True,True
Madurai,Chennai,50.0,539.0,24.0,50.0,20,0.4,50.0,0.04452690166975881,1,False,True,False,False,True,True,True
Kurnool,Tirupati,7.2,271.0,48.0,7.4,30,4.05,7.407407407407407,0.17712177121771217,0,True,False,False,True,False,False,True
Vellore,Guntur,100.0,385.0,43.0,11.0,30,2.73,10.989010989010989,0.11168831168831168,0,False,False,False,False,False,True,False
Vijayawada,Tirupati,50.0,299.0,39.0,3.3,60,18.18,3.3003300330033003,0.13043478260869565,0,False,True,False,True,False,False,True
Tirupati,Guntur,11.0,573.0,39.0,22.0,50,2.27,22.026431718061673,0.06806282722513089,1,False,False,True,False,False,False,False
Chennai,Vellore,50.0,384.0,43.0,50.0,50,1.0,50.0,0.11197916666666667,1,False,False,True,False,True,True,True
Guntur,Vijayawada,100.0,71.0,38.0,7.4,30,4.05,7.407407407407407,0.5352112676056338,0,False,False,False,True,False,False,False
Salem,Tirupati,150.0,304.0,48.0,3.3,60,18.18,3.3003300330033003,0.15789473684210525,0,True,False,False,True,False,True,False
Tirupati,Nellore,11.0,346.0,4.0,100.0,20,0.2,100.0,0.011560693641618497,1,False,False,True,False,True,False,False
Nellore,Vellore,150.0,304.0,11.0,11.0,50,4.55,10.989010989010989,0.03618421052631579,0,True,False,False,False,False,False,True
Guntur,Nellore,11.0,435.0,19.0,3.3,50,15.15,3.3003300330033003,0.04367816091954023,0,False,False,False,True,False,False,False
Madurai,Chennai,7.2,203.0,21.0,50.0,75,1.5,50.0,0.10344827586206896,1,False,False,True,False,True,True,True
Nellore,Chennai,150.0,230.0,37.0,3.3,50,15.15,3.3003300330033003,0.1608695652173913,0,False,False,False,True,False,False,True
Kurnool,Guntur,50.0,289.0,26.0,7.4,40,5.41,7.393715341959334,0.08996539792387544,0,False,True,False,True,False,False,False
Tirupati,Salem,7.2,460.0,2.0,100.0,40,0.4,100.0,0.004347826086956522,1,False,True,False,False,True,False,True
Chennai,Tirupati,11.0,242.0,24.0,22.0,20,0.91,21.978021978021978,0.09917355371900827,1,False,False,True,False,False,True,False
Coimbatore,Tirupati,11.0,479.0,29.0,7.4,60,8.11,7.398273736128237,0.060542797494780795,0,False,False,True,True,False,True,True
Tirupati,Nellore,11.0,479.0,21.0,100.0,50,0.5,100.0,0.04384133611691023,1,False,False,False,False,True,False,False
Coimbatore,Salem,11.0,80.0,20.0,3.3,60,18.18,3.3003300330033003,0.25,0,True,False,False,True,False,True,True
Vellore,Vijayawada,3.3,285.0,13.0,50.0,40,0.8,50.0,0.0456140350877193,1,False,False,True,False,True,True,False
Guntur,Coimbatore,100.0,184.0,3.0,3.3,60,18.18,3.3003300330033003,0.016304347826086956,0,False,False,True,True,False,False,True
Vijayawada,Madurai,11.0,406.0,47.0,11.0,30,2.73,10.989010989010989,0.11576354679802955,0,True,False,False,False,False,False,True
Vellore,Coimbatore,11.0,561.0,4.0,3.3,75,22.73,3.2996040475142983,0.0071301247771836,0,False,True,False,True,False,True,True
Madurai,Vijayawada,150.0,426.0,7.0,11.0,75,6.82,10.997067448680351,0.01643192488262911,0,False,False,True,False,False,True,False
Kurnool,Madurai,50.0,151.0,22.0,11.0,60,5.45,11.009174311926605,0.1456953642384106,0,False,True,False,False,False,False,True
Salem,Chennai,22.0,582.0,46.0,50.0,40,0.8,50.0,0.07903780068728522,1,True,False,False,False,True,True,True
Chennai,Chennai,7.2,187.0,37.0,100.0,50,0.5,100.0,0.19786096256684493,1,True,False,False,False,True,True,True
Coimbatore,Kurnool,22.0,404.0,44.0,50.0,60,1.2,50.0,0.10891089108910891,1,False,True,False,False,True,True,False
Vellore,Guntur,50.0,387.0,24.0,11.0,50,4.55,10.989010989010989,0.06201550387596899,0,True,False,False,False,False,True,False
Coimbatore,Kurnool,22.0,84.0,3.0,7.4,40,5.41,7.393715341959334,0.03571428571428571,0,False,False,True,True,False,True,False
Tirupati,Madurai,150.0,494.0,9.0,50.0,20,0.4,50.0,0.018218623481781375,1,True,False,False,False,True,False,True
Kurnool,Kurnool,150.0,226.0,16.0,7.4,20,2.7,7.4074074074074066,0.07079646017699115,0,False,False,True,True,False,False,False
Tirupati,Chennai,22.0,174.0,4.0,7.4,60,8.11,7.398273736128237,0.022988505747126436,0,False,True,False,True,False,False,True
Coimbatore,Kurnool,22.0,213.0,19.0,3.3,20,6.06,3.3003300330033007,0.0892018779342723,0,False,True,False,True,False,True,False
Chennai,Chennai,3.3,210.0,9.0,7.4,20,2.7,7.4074074074074066,0.04285714285714286,0,False,False,True,True,False,True,True
Chennai,Guntur,11.0,529.0,32.0,22.0,75,3.41,21.994134897360702,0.06049149338374291,1,False,True,False,False,False,True,False
Salem,Nellore,7.2,116.0,34.0,100.0,20,0.2,100.0,0.29310344827586204,1,False,False,True,False,True,True,False
Nellore,Nellore,150.0,219.0,40.0,22.0,30,1.36,22.058823529411764,0.182648401826484,1,False,False,False,False,False,False,False
Salem,Tirupati,11.0,218.0,37.0,3.3,50,15.15,3.3003300330033003,0.16972477064220184,0,False,False,True,True,False,True,True
Coimbatore,Kurnool,3.3,357.0,20.0,100.0,30,0.3,100.0,0.056022408963585436,1,False,False,False,False,True,True,False
Tirupati,Madurai,3.3,282.0,9.0,7.4,40,5.41,7.393715341959334,0.031914893617021274,0,False,False,True,True,False,False,True
Coimbatore,Tirupati,100.0,175.0,1.0,3.3,30,9.09,3.3003300330033003,0.005714285714285714,0,False,False,False,True,False,True,False
Vellore,Nellore,3.3,304.0,30.0,7.4,50,6.76,7.396449704142012,0.09868421052631579,0,False,False,True,True,False,True,True
Coimbatore,Chennai,3.3,211.0,35.0,22.0,75,3.41,21.994134897360702,0.16587677725118483,1,False,False,True,False,False,True,True
Guntur,Tirupati,7.2,564.0,36.0,22.0,20,0.91,21.978021978021978,0.06382978723404255,1,False,False,True,False,False,False,False
Coimbatore,Madurai,7.2,174.0,23.0,7.4,20,2.7,7.4074074074074066,0.13218390804597702,0,False,False,False,True,False,True,True
Vijayawada,Madurai,22.0,237.0,15.0,11.0,50,4.55,10.989010989010989,0.06329113924050633,0,True,False,False,False,False,False,True
Coimbatore,Tirupati,100.0,281.0,47.0,7.4,50,6.76,7.396449704142012,0.16725978647686832,0,True,False,False,True,False,True,False
Kurnool,Nellore,7.2,181.0,16.0,11.0,75,6.82,10.997067448680351,0.08839779005524862,0,True,False,False,False,False,False,False
Guntur,Salem,50.0,287.0,36.0,22.0,40,1.82,21.978021978021978,0.1254355400696864,1,False,False,False,False,False,False,True
Chennai,Vijayawada,11.0,88.0,46.0,22.0,20,0.91,21.978021978021978,0.5227272727272727,1,True,False,False,False,False,True,False
Vellore,Salem,3.3,382.0,17.0,100.0,75,0.75,100.0,0.04450261780104712,1,False,False,True,False,True,True,True
Nellore,Chennai,22.0,80.0,9.0,50.0,20,0.4,50.0,0.1125,1,True,False,False,False,True,False,True
Vellore,Salem,100.0,56.0,15.0,7.4,50,6.76,7.396449704142012,0.26785714285714285,0,False,True,False,True,False,True,True
Coimbatore,Tirupati,100.0,514.0,33.0,50.0,75,1.5,50.0,0.06420233463035019,1,False,True,False,False,True,True,False
Salem,Guntur,150.0,498.0,37.0,100.0,75,0.75,100.0,0.07429718875502007,1,True,False,False,False,True,True,False
Vellore,Tirupati,11.0,539.0,19.0,11.0,75,6.82,10.997067448680351,0.03525046382189239,0,False,False,False,False,False,True,False
Coimbatore,Salem,150.0,290.0,25.0,3.3,20,6.06,3.3003300330033007,0.08620689655172414,0,False,False,False,True,False,True,True
Chennai,Guntur,3.3,113.0,34.0,11.0,20,1.82,10.989010989010989,0.3008849557522124,0,True,False,False,False,False,True,False
Vellore,Tirupati,50.0,483.0,31.0,3.3,30,9.09,3.3003300330033003,0.06418219461697723,0,False,False,True,True,False,True,False
Vellore,Kurnool,7.2,420.0,28.0,50.0,50,1.0,50.0,0.06666666666666667,1,True,False,False,False,True,True,False
Salem,Vellore,50.0,549.0,41.0,3.3,75,22.73,3.2996040475142983,0.07468123861566485,0,True,False,False,True,False,True,True
Kurnool,Vijayawada,100.0,316.0,12.0,3.3,20,6.06,3.3003300330033007,0.0379746835443038,0,False,True,False,True,False,False,False
Vijayawada,Madurai,3.3,319.0,16.0,22.0,30,1.36,22.058823529411764,0.050156739811912224,1,True,False,False,False,False,False,True
Chennai,Madurai,3.3,87.0,22.0,22.0,60,2.73,21.978021978021978,0.25287356321839083,1,True,False,False,False,False,True,True
Salem,Nellore,7.2,313.0,32.0,11.0,60,5.45,11.009174311926605,0.10223642172523961,0,False,True,False,False,False,True,False
Vijayawada,Vijayawada,3.3,195.0,27.0,22.0,20,0.91,21.978021978021978,0.13846153846153847,1,False,False,False,False,False,False,False
Kurnool,Coimbatore,3.3,562.0,48.0,3.3,75,22.73,3.2996040475142983,0.08540925266903915,0,False,True,False,True,False,False,True
Kurnool,Chennai,150.0,137.0,18.0,50.0,60,1.2,50.0,0.13138686131386862,1,False,False,False,False,True,False,True
Guntur,Chennai,150.0,249.0,45.0,22.0,40,1.82,21.978021978021978,0.18072289156626506,1,False,False,False,False,False,False,True
Salem,Tirupati,22.0,278.0,20.0,7.4,40,5.41,7.393715341959334,0.07194244604316546,0,False,False,True,True,False,True,False
Coimbatore,Salem,7.2,304.0,47.0,11.0,50,4.55,10.989010989010989,0.15460526315789475,0,True,False,False,False,False,False,True
Madurai,Coimbatore,7.2,385.0,20.0,100.0,40,0.4,100.0,0.05194805194805195,1,False,False,True,False,True,True,True
Guntur,Vellore,22.0,306.0,19.0,7.4,40,5.41,7.393715341959334,0.06209150326797386,0,False,True,False,True,False,False,True
Vijayawada,Madurai,7.2,75.0,24.0,3.3,30,9.09,3.3003300330033003,0.32,0,True,False,False,True,False,False,True
